country,indicator,year_week,value,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W30,0.325339958853057,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W31,0.376709426040382,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W32,0.547940983331464,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W33,0.342463114582165,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W34,0.479448360415031,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W35,0.376709426040382,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W36,0.496571516144139,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W37,1.01026618801739,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W38,1.50683770416153,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W39,2.14039446613853,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W40,2.00340922030566,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W41,1.78080819582726,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W42,2.08902499895121,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W43,2.44861126926248,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W44,3.35613852290522,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W45,4.28078893227706,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W46,4.7773604484212,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W47,4.70886782550477,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W48,4.52051311248458,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W49,5.42804036612732,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W50,8.21911474997196,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W51,14.0581108535979,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W52,16.2156284754655,,,,
Denmark,Weekly new hospital admissions per 100k,2020-W53,17.1060325733791,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W01,15.1539928202608,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W02,12.1574405676669,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W03,10.4280018390269,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W04,6.52392233279024,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W05,4.29791208800617,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W06,3.57873954738363,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W07,2.75682807238643,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W08,3.25339958853057,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W09,3.40750799009254,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W10,3.06504487551038,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W11,2.84244385103197,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W12,3.61298585884184,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W13,3.81846372759114,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W14,3.5273700801963,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W15,3.23627643280146,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W16,3.25339958853057,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W17,2.99655225259394,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W18,2.49998073644981,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W19,3.92120266196579,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W20,2.77395122811554,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W21,2.87669016249019,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W22,2.53422704790802,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W23,1.81505450728548,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W24,1.19862090103758,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W25,0.924650409371846,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W26,0.616433606247897,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W27,0.650679917706114,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W28,1.26711352395401,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W29,1.30135983541223,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W30,1.50683770416153,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W31,1.59245348280707,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W32,2.36299549061694,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W33,3.23627643280146,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W34,3.04792171978127,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W35,3.1164143426977,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W36,2.53422704790802,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W37,1.52396085989063,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W38,1.38697561405777,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W39,1.57533032707796,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W40,1.54108401561974,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W41,2.12327131040942,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W42,3.21915327707235,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W43,4.5547594239428,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W44,5.37667089893999,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W45,6.66090757862311,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W46,7.48281905362031,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W47,8.35609999580483,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W48,8.90404097913629,,,,
Denmark,Weekly new hospital admissions per 100k,2021-W49,8.88691782340718,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W03,27.84225121553,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W04,33.9552178108217,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W05,40.2736622748626,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W06,47.2770329680679,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W07,48.3729149347308,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W08,47.294156123797,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W10,31.3867444514554,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W11,26.8319850275126,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W12,20.9073731452412,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W13,17.397126220774,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W14,14.9827612629697,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W15,11.5238838056899,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W16,10.5136176176725,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W17,8.59582417601234,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W18,6.26707499685362,,,,
Denmark,Weekly new hospital admissions per 100k,2022-W19,5.15406987446158,,,,
Estonia,Daily hospital occupancy,2020-W02,1,,,,
Estonia,Daily hospital occupancy,2020-W03,1,,,,
Estonia,Daily hospital occupancy,2020-W07,1,,,,
Estonia,Daily hospital occupancy,2020-W09,1,,,,
Estonia,Daily hospital occupancy,2020-W09,1,,,,
Estonia,Daily hospital occupancy,2020-W09,1,,,,
Estonia,Daily hospital occupancy,2020-W09,1,,,,
Estonia,Daily hospital occupancy,2020-W09,1,,,,
Estonia,Daily hospital occupancy,2020-W09,1,,,,
Estonia,Daily hospital occupancy,2020-W10,1,,,,
Estonia,Daily hospital occupancy,2020-W10,1,,,,
Estonia,Daily hospital occupancy,2020-W10,1,,,,
Estonia,Daily hospital occupancy,2020-W10,1,,,,
Estonia,Daily hospital occupancy,2020-W10,1,,,,
Estonia,Daily hospital occupancy,2020-W10,1,,,,
Estonia,Daily hospital occupancy,2020-W10,1,,,,
Estonia,Daily hospital occupancy,2020-W11,2,,,,
Estonia,Daily hospital occupancy,2020-W11,2,,,,
Estonia,Daily hospital occupancy,2020-W11,1,,,,
Estonia,Daily hospital occupancy,2020-W11,2,,,,
Estonia,Daily hospital occupancy,2020-W11,3,,,,
Estonia,Daily hospital occupancy,2020-W11,4,,,,
Estonia,Daily hospital occupancy,2020-W11,6,,,,
Estonia,Daily hospital occupancy,2020-W12,10,,,,
Estonia,Daily hospital occupancy,2020-W12,14,,,,
Estonia,Daily hospital occupancy,2020-W12,20,,,,
Estonia,Daily hospital occupancy,2020-W12,24,,,,
Estonia,Daily hospital occupancy,2020-W12,25,,,,
Estonia,Daily hospital occupancy,2020-W12,28,,,,
Estonia,Daily hospital occupancy,2020-W12,36,,,,
Estonia,Daily hospital occupancy,2020-W13,40,,,,
Estonia,Daily hospital occupancy,2020-W13,47,,,,
Estonia,Daily hospital occupancy,2020-W13,52,,,,
Estonia,Daily hospital occupancy,2020-W13,59,,,,
Estonia,Daily hospital occupancy,2020-W13,72,,,,
Estonia,Daily hospital occupancy,2020-W13,88,,,,
Estonia,Daily hospital occupancy,2020-W13,95,,,,
Estonia,Daily hospital occupancy,2020-W14,102,,,,
Estonia,Daily hospital occupancy,2020-W14,93,,,,
Estonia,Daily hospital occupancy,2020-W14,97,,,,
Estonia,Daily hospital occupancy,2020-W14,118,,,,
Estonia,Daily hospital occupancy,2020-W14,134,,,,
Estonia,Daily hospital occupancy,2020-W14,135,,,,
Estonia,Daily hospital occupancy,2020-W14,132,,,,
Estonia,Daily hospital occupancy,2020-W15,140,,,,
Estonia,Daily hospital occupancy,2020-W15,130,,,,
Estonia,Daily hospital occupancy,2020-W15,136,,,,
Estonia,Daily hospital occupancy,2020-W15,142,,,,
Estonia,Daily hospital occupancy,2020-W15,150,,,,
Estonia,Daily hospital occupancy,2020-W15,152,,,,
Estonia,Daily hospital occupancy,2020-W15,147,,,,
Estonia,Daily hospital occupancy,2020-W16,144,,,,
Estonia,Daily hospital occupancy,2020-W16,132,,,,
Estonia,Daily hospital occupancy,2020-W16,124,,,,
Estonia,Daily hospital occupancy,2020-W16,117,,,,
Estonia,Daily hospital occupancy,2020-W16,123,,,,
Estonia,Daily hospital occupancy,2020-W16,124,,,,
Estonia,Daily hospital occupancy,2020-W16,121,,,,
Estonia,Daily hospital occupancy,2020-W17,109,,,,
Estonia,Daily hospital occupancy,2020-W17,109,,,,
Estonia,Daily hospital occupancy,2020-W17,107,,,,
Estonia,Daily hospital occupancy,2020-W17,98,,,,
Estonia,Daily hospital occupancy,2020-W17,95,,,,
Estonia,Daily hospital occupancy,2020-W17,94,,,,
Estonia,Daily hospital occupancy,2020-W17,87,,,,
Estonia,Daily hospital occupancy,2020-W18,84,,,,
Estonia,Daily hospital occupancy,2020-W18,74,,,,
Estonia,Daily hospital occupancy,2020-W18,69,,,,
Estonia,Daily hospital occupancy,2020-W18,72,,,,
Estonia,Daily hospital occupancy,2020-W18,74,,,,
Estonia,Daily hospital occupancy,2020-W18,74,,,,
Estonia,Daily hospital occupancy,2020-W18,66,,,,
Estonia,Daily hospital occupancy,2020-W19,63,,,,
Estonia,Daily hospital occupancy,2020-W19,56,,,,
Estonia,Daily hospital occupancy,2020-W19,53,,,,
Estonia,Daily hospital occupancy,2020-W19,46,,,,
Estonia,Daily hospital occupancy,2020-W19,47,,,,
Estonia,Daily hospital occupancy,2020-W19,46,,,,
Estonia,Daily hospital occupancy,2020-W19,45,,,,
Estonia,Daily hospital occupancy,2020-W20,44,,,,
Estonia,Daily hospital occupancy,2020-W20,41,,,,
Estonia,Daily hospital occupancy,2020-W20,41,,,,
Estonia,Daily hospital occupancy,2020-W20,39,,,,
Estonia,Daily hospital occupancy,2020-W20,41,,,,
Estonia,Daily hospital occupancy,2020-W20,41,,,,
Estonia,Daily hospital occupancy,2020-W20,41,,,,
Estonia,Daily hospital occupancy,2020-W21,38,,,,
Estonia,Daily hospital occupancy,2020-W21,38,,,,
Estonia,Daily hospital occupancy,2020-W21,37,,,,
Estonia,Daily hospital occupancy,2020-W21,37,,,,
Estonia,Daily hospital occupancy,2020-W21,40,,,,
Estonia,Daily hospital occupancy,2020-W21,40,,,,
Estonia,Daily hospital occupancy,2020-W21,37,,,,
Estonia,Daily hospital occupancy,2020-W22,31,,,,
Estonia,Daily hospital occupancy,2020-W22,30,,,,
Estonia,Daily hospital occupancy,2020-W22,33,,,,
Estonia,Daily hospital occupancy,2020-W22,27,,,,
Estonia,Daily hospital occupancy,2020-W22,28,,,,
Estonia,Daily hospital occupancy,2020-W22,27,,,,
Estonia,Daily hospital occupancy,2020-W22,22,,,,
Estonia,Daily hospital occupancy,2020-W23,21,,,,
Estonia,Daily hospital occupancy,2020-W23,21,,,,
Estonia,Daily hospital occupancy,2020-W23,16,,,,
Estonia,Daily hospital occupancy,2020-W23,14,,,,
Estonia,Daily hospital occupancy,2020-W23,14,,,,
Estonia,Daily hospital occupancy,2020-W23,15,,,,
Estonia,Daily hospital occupancy,2020-W23,13,,,,
Estonia,Daily hospital occupancy,2020-W24,16,,,,
Estonia,Daily hospital occupancy,2020-W24,15,,,,
Estonia,Daily hospital occupancy,2020-W24,15,,,,
Estonia,Daily hospital occupancy,2020-W24,15,,,,
Estonia,Daily hospital occupancy,2020-W24,15,,,,
Estonia,Daily hospital occupancy,2020-W24,15,,,,
Estonia,Daily hospital occupancy,2020-W24,13,,,,
Estonia,Daily hospital occupancy,2020-W25,11,,,,
Estonia,Daily hospital occupancy,2020-W25,12,,,,
Estonia,Daily hospital occupancy,2020-W25,9,,,,
Estonia,Daily hospital occupancy,2020-W25,7,,,,
Estonia,Daily hospital occupancy,2020-W25,7,,,,
Estonia,Daily hospital occupancy,2020-W25,5,,,,
Estonia,Daily hospital occupancy,2020-W25,5,,,,
Estonia,Daily hospital occupancy,2020-W26,5,,,,
Estonia,Daily hospital occupancy,2020-W26,6,,,,
Estonia,Daily hospital occupancy,2020-W26,4,,,,
Estonia,Daily hospital occupancy,2020-W26,3,,,,
Estonia,Daily hospital occupancy,2020-W26,3,,,,
Estonia,Daily hospital occupancy,2020-W26,4,,,,
Estonia,Daily hospital occupancy,2020-W26,3,,,,
Estonia,Daily hospital occupancy,2020-W27,3,,,,
Estonia,Daily hospital occupancy,2020-W27,2,,,,
Estonia,Daily hospital occupancy,2020-W27,1,,,,
Estonia,Daily hospital occupancy,2020-W27,2,,,,
Estonia,Daily hospital occupancy,2020-W27,2,,,,
Estonia,Daily hospital occupancy,2020-W27,2,,,,
Estonia,Daily hospital occupancy,2020-W27,2,,,,
Estonia,Daily hospital occupancy,2020-W28,2,,,,
Estonia,Daily hospital occupancy,2020-W28,2,,,,
Estonia,Daily hospital occupancy,2020-W28,4,,,,
Estonia,Daily hospital occupancy,2020-W28,4,,,,
Estonia,Daily hospital occupancy,2020-W28,4,,,,
Estonia,Daily hospital occupancy,2020-W28,4,,,,
Estonia,Daily hospital occupancy,2020-W28,4,,,,
Estonia,Daily hospital occupancy,2020-W29,4,,,,
Estonia,Daily hospital occupancy,2020-W29,4,,,,
Estonia,Daily hospital occupancy,2020-W29,4,,,,
Estonia,Daily hospital occupancy,2020-W29,4,,,,
Estonia,Daily hospital occupancy,2020-W29,4,,,,
Estonia,Daily hospital occupancy,2020-W29,4,,,,
Estonia,Daily hospital occupancy,2020-W29,4,,,,
Estonia,Daily hospital occupancy,2020-W30,4,,,,
Estonia,Daily hospital occupancy,2020-W30,3,,,,
Estonia,Daily hospital occupancy,2020-W30,3,,,,
Estonia,Daily hospital occupancy,2020-W30,3,,,,
Estonia,Daily hospital occupancy,2020-W30,3,,,,
Estonia,Daily hospital occupancy,2020-W30,3,,,,
Estonia,Daily hospital occupancy,2020-W30,3,,,,
Estonia,Daily hospital occupancy,2020-W31,3,,,,
Estonia,Daily hospital occupancy,2020-W31,4,,,,
Estonia,Daily hospital occupancy,2020-W31,4,,,,
Estonia,Daily hospital occupancy,2020-W31,4,,,,
Estonia,Daily hospital occupancy,2020-W31,5,,,,
Estonia,Daily hospital occupancy,2020-W31,5,,,,
Estonia,Daily hospital occupancy,2020-W31,8,,,,
Estonia,Daily hospital occupancy,2020-W32,9,,,,
Estonia,Daily hospital occupancy,2020-W32,9,,,,
Estonia,Daily hospital occupancy,2020-W32,9,,,,
Estonia,Daily hospital occupancy,2020-W32,8,,,,
Estonia,Daily hospital occupancy,2020-W32,8,,,,
Estonia,Daily hospital occupancy,2020-W32,8,,,,
Estonia,Daily hospital occupancy,2020-W32,9,,,,
Estonia,Daily hospital occupancy,2020-W33,9,,,,
Estonia,Daily hospital occupancy,2020-W33,8,,,,
Estonia,Daily hospital occupancy,2020-W33,8,,,,
Estonia,Daily hospital occupancy,2020-W33,8,,,,
Estonia,Daily hospital occupancy,2020-W33,7,,,,
Estonia,Daily hospital occupancy,2020-W33,6,,,,
Estonia,Daily hospital occupancy,2020-W33,7,,,,
Estonia,Daily hospital occupancy,2020-W34,7,,,,
Estonia,Daily hospital occupancy,2020-W34,10,,,,
Estonia,Daily hospital occupancy,2020-W34,10,,,,
Estonia,Daily hospital occupancy,2020-W34,11,,,,
Estonia,Daily hospital occupancy,2020-W34,9,,,,
Estonia,Daily hospital occupancy,2020-W34,12,,,,
Estonia,Daily hospital occupancy,2020-W34,11,,,,
Estonia,Daily hospital occupancy,2020-W35,10,,,,
Estonia,Daily hospital occupancy,2020-W35,10,,,,
Estonia,Daily hospital occupancy,2020-W35,12,,,,
Estonia,Daily hospital occupancy,2020-W35,9,,,,
Estonia,Daily hospital occupancy,2020-W35,9,,,,
Estonia,Daily hospital occupancy,2020-W35,9,,,,
Estonia,Daily hospital occupancy,2020-W35,9,,,,
Estonia,Daily hospital occupancy,2020-W36,8,,,,
Estonia,Daily hospital occupancy,2020-W36,10,,,,
Estonia,Daily hospital occupancy,2020-W36,9,,,,
Estonia,Daily hospital occupancy,2020-W36,7,,,,
Estonia,Daily hospital occupancy,2020-W36,7,,,,
Estonia,Daily hospital occupancy,2020-W36,7,,,,
Estonia,Daily hospital occupancy,2020-W36,7,,,,
Estonia,Daily hospital occupancy,2020-W37,7,,,,
Estonia,Daily hospital occupancy,2020-W37,9,,,,
Estonia,Daily hospital occupancy,2020-W37,10,,,,
Estonia,Daily hospital occupancy,2020-W37,14,,,,
Estonia,Daily hospital occupancy,2020-W37,14,,,,
Estonia,Daily hospital occupancy,2020-W37,16,,,,
Estonia,Daily hospital occupancy,2020-W37,19,,,,
Estonia,Daily hospital occupancy,2020-W38,18,,,,
Estonia,Daily hospital occupancy,2020-W38,19,,,,
Estonia,Daily hospital occupancy,2020-W38,22,,,,
Estonia,Daily hospital occupancy,2020-W38,19,,,,
Estonia,Daily hospital occupancy,2020-W38,20,,,,
Estonia,Daily hospital occupancy,2020-W38,22,,,,
Estonia,Daily hospital occupancy,2020-W38,32,,,,
Estonia,Daily hospital occupancy,2020-W39,28,,,,
Estonia,Daily hospital occupancy,2020-W39,32,,,,
Estonia,Daily hospital occupancy,2020-W39,30,,,,
Estonia,Daily hospital occupancy,2020-W39,30,,,,
Estonia,Daily hospital occupancy,2020-W39,30,,,,
Estonia,Daily hospital occupancy,2020-W39,32,,,,
Estonia,Daily hospital occupancy,2020-W39,36,,,,
Estonia,Daily hospital occupancy,2020-W40,35,,,,
Estonia,Daily hospital occupancy,2020-W40,37,,,,
Estonia,Daily hospital occupancy,2020-W40,37,,,,
Estonia,Daily hospital occupancy,2020-W40,36,,,,
Estonia,Daily hospital occupancy,2020-W40,40,,,,
Estonia,Daily hospital occupancy,2020-W40,41,,,,
Estonia,Daily hospital occupancy,2020-W40,40,,,,
Estonia,Daily hospital occupancy,2020-W41,39,,,,
Estonia,Daily hospital occupancy,2020-W41,45,,,,
Estonia,Daily hospital occupancy,2020-W41,36,,,,
Estonia,Daily hospital occupancy,2020-W41,30,,,,
Estonia,Daily hospital occupancy,2020-W41,31,,,,
Estonia,Daily hospital occupancy,2020-W41,32,,,,
Estonia,Daily hospital occupancy,2020-W41,32,,,,
Estonia,Daily hospital occupancy,2020-W42,34,,,,
Estonia,Daily hospital occupancy,2020-W42,36,,,,
Estonia,Daily hospital occupancy,2020-W42,37,,,,
Estonia,Daily hospital occupancy,2020-W42,33,,,,
Estonia,Daily hospital occupancy,2020-W42,33,,,,
Estonia,Daily hospital occupancy,2020-W42,36,,,,
Estonia,Daily hospital occupancy,2020-W42,30,,,,
Estonia,Daily hospital occupancy,2020-W43,29,,,,
Estonia,Daily hospital occupancy,2020-W43,32,,,,
Estonia,Daily hospital occupancy,2020-W43,29,,,,
Estonia,Daily hospital occupancy,2020-W43,28,,,,
Estonia,Daily hospital occupancy,2020-W43,29,,,,
Estonia,Daily hospital occupancy,2020-W43,30,,,,
Estonia,Daily hospital occupancy,2020-W43,36,,,,
Estonia,Daily hospital occupancy,2020-W44,33,,,,
Estonia,Daily hospital occupancy,2020-W44,34,,,,
Estonia,Daily hospital occupancy,2020-W44,40,,,,
Estonia,Daily hospital occupancy,2020-W44,42,,,,
Estonia,Daily hospital occupancy,2020-W44,43,,,,
Estonia,Daily hospital occupancy,2020-W44,47,,,,
Estonia,Daily hospital occupancy,2020-W44,46,,,,
Estonia,Daily hospital occupancy,2020-W45,46,,,,
Estonia,Daily hospital occupancy,2020-W45,55,,,,
Estonia,Daily hospital occupancy,2020-W45,57,,,,
Estonia,Daily hospital occupancy,2020-W45,53,,,,
Estonia,Daily hospital occupancy,2020-W45,61,,,,
Estonia,Daily hospital occupancy,2020-W45,66,,,,
Estonia,Daily hospital occupancy,2020-W45,68,,,,
Estonia,Daily hospital occupancy,2020-W46,69,,,,
Estonia,Daily hospital occupancy,2020-W46,78,,,,
Estonia,Daily hospital occupancy,2020-W46,84,,,,
Estonia,Daily hospital occupancy,2020-W46,82,,,,
Estonia,Daily hospital occupancy,2020-W46,94,,,,
Estonia,Daily hospital occupancy,2020-W46,93,,,,
Estonia,Daily hospital occupancy,2020-W46,97,,,,
Estonia,Daily hospital occupancy,2020-W47,108,,,,
Estonia,Daily hospital occupancy,2020-W47,126,,,,
Estonia,Daily hospital occupancy,2020-W47,134,,,,
Estonia,Daily hospital occupancy,2020-W47,157,,,,
Estonia,Daily hospital occupancy,2020-W47,159,,,,
Estonia,Daily hospital occupancy,2020-W47,169,,,,
Estonia,Daily hospital occupancy,2020-W47,167,,,,
Estonia,Daily hospital occupancy,2020-W48,176,,,,
Estonia,Daily hospital occupancy,2020-W48,193,,,,
Estonia,Daily hospital occupancy,2020-W48,198,,,,
Estonia,Daily hospital occupancy,2020-W48,199,,,,
Estonia,Daily hospital occupancy,2020-W48,202,,,,
Estonia,Daily hospital occupancy,2020-W48,218,,,,
Estonia,Daily hospital occupancy,2020-W48,214,,,,
Estonia,Daily hospital occupancy,2020-W49,215,,,,
Estonia,Daily hospital occupancy,2020-W49,226,,,,
Estonia,Daily hospital occupancy,2020-W49,225,,,,
Estonia,Daily hospital occupancy,2020-W49,242,,,,
Estonia,Daily hospital occupancy,2020-W49,255,,,,
Estonia,Daily hospital occupancy,2020-W49,272,,,,
Estonia,Daily hospital occupancy,2020-W49,261,,,,
Estonia,Daily hospital occupancy,2020-W50,264,,,,
Estonia,Daily hospital occupancy,2020-W50,257,,,,
Estonia,Daily hospital occupancy,2020-W50,279,,,,
Estonia,Daily hospital occupancy,2020-W50,278,,,,
Estonia,Daily hospital occupancy,2020-W50,291,,,,
Estonia,Daily hospital occupancy,2020-W50,311,,,,
Estonia,Daily hospital occupancy,2020-W50,323,,,,
Estonia,Daily hospital occupancy,2020-W51,329,,,,
Estonia,Daily hospital occupancy,2020-W51,334,,,,
Estonia,Daily hospital occupancy,2020-W51,336,,,,
Estonia,Daily hospital occupancy,2020-W51,337,,,,
Estonia,Daily hospital occupancy,2020-W51,353,,,,
Estonia,Daily hospital occupancy,2020-W51,387,,,,
Estonia,Daily hospital occupancy,2020-W51,375,,,,
Estonia,Daily hospital occupancy,2020-W52,390,,,,
Estonia,Daily hospital occupancy,2020-W52,382,,,,
Estonia,Daily hospital occupancy,2020-W52,400,,,,
Estonia,Daily hospital occupancy,2020-W52,424,,,,
Estonia,Daily hospital occupancy,2020-W52,432,,,,
Estonia,Daily hospital occupancy,2020-W52,448,,,,
Estonia,Daily hospital occupancy,2020-W52,430,,,,
Estonia,Daily hospital occupancy,2020-W53,429,,,,
Estonia,Daily hospital occupancy,2020-W53,409,,,,
Estonia,Daily hospital occupancy,2020-W53,388,,,,
Estonia,Daily hospital occupancy,2020-W53,402,,,,
Estonia,Daily hospital occupancy,2020-W53,407,,,,
Estonia,Daily hospital occupancy,2020-W53,433,,,,
Estonia,Daily hospital occupancy,2020-W53,401,,,,
Estonia,Daily hospital occupancy,2021-W01,410,,,,
Estonia,Daily hospital occupancy,2021-W01,402,,,,
Estonia,Daily hospital occupancy,2021-W01,410,,,,
Estonia,Daily hospital occupancy,2021-W01,402,,,,
Estonia,Daily hospital occupancy,2021-W01,406,,,,
Estonia,Daily hospital occupancy,2021-W01,420,,,,
Estonia,Daily hospital occupancy,2021-W01,410,,,,
Estonia,Daily hospital occupancy,2021-W02,417,,,,
Estonia,Daily hospital occupancy,2021-W02,402,,,,
Estonia,Daily hospital occupancy,2021-W02,398,,,,
Estonia,Daily hospital occupancy,2021-W02,391,,,,
Estonia,Daily hospital occupancy,2021-W02,407,,,,
Estonia,Daily hospital occupancy,2021-W02,432,,,,
Estonia,Daily hospital occupancy,2021-W02,431,,,,
Estonia,Daily hospital occupancy,2021-W03,414,,,,
Estonia,Daily hospital occupancy,2021-W03,409,,,,
Estonia,Daily hospital occupancy,2021-W03,417,,,,
Estonia,Daily hospital occupancy,2021-W03,413,,,,
Estonia,Daily hospital occupancy,2021-W03,429,,,,
Estonia,Daily hospital occupancy,2021-W03,432,,,,
Estonia,Daily hospital occupancy,2021-W03,427,,,,
Estonia,Daily hospital occupancy,2021-W04,407,,,,
Estonia,Daily hospital occupancy,2021-W04,406,,,,
Estonia,Daily hospital occupancy,2021-W04,428,,,,
Estonia,Daily hospital occupancy,2021-W04,428,,,,
Estonia,Daily hospital occupancy,2021-W04,438,,,,
Estonia,Daily hospital occupancy,2021-W04,445,,,,
Estonia,Daily hospital occupancy,2021-W04,440,,,,
Estonia,Daily hospital occupancy,2021-W05,440,,,,
Estonia,Daily hospital occupancy,2021-W05,455,,,,
Estonia,Daily hospital occupancy,2021-W05,465,,,,
Estonia,Daily hospital occupancy,2021-W05,458,,,,
Estonia,Daily hospital occupancy,2021-W05,467,,,,
Estonia,Daily hospital occupancy,2021-W05,474,,,,
Estonia,Daily hospital occupancy,2021-W05,472,,,,
Estonia,Daily hospital occupancy,2021-W06,461,,,,
Estonia,Daily hospital occupancy,2021-W06,468,,,,
Estonia,Daily hospital occupancy,2021-W06,459,,,,
Estonia,Daily hospital occupancy,2021-W06,463,,,,
Estonia,Daily hospital occupancy,2021-W06,488,,,,
Estonia,Daily hospital occupancy,2021-W06,499,,,,
Estonia,Daily hospital occupancy,2021-W06,497,,,,
Estonia,Daily hospital occupancy,2021-W07,507,,,,
Estonia,Daily hospital occupancy,2021-W07,497,,,,
Estonia,Daily hospital occupancy,2021-W07,499,,,,
Estonia,Daily hospital occupancy,2021-W07,490,,,,
Estonia,Daily hospital occupancy,2021-W07,499,,,,
Estonia,Daily hospital occupancy,2021-W07,520,,,,
Estonia,Daily hospital occupancy,2021-W07,484,,,,
Estonia,Daily hospital occupancy,2021-W08,461,,,,
Estonia,Daily hospital occupancy,2021-W08,495,,,,
Estonia,Daily hospital occupancy,2021-W08,499,,,,
Estonia,Daily hospital occupancy,2021-W08,496,,,,
Estonia,Daily hospital occupancy,2021-W08,521,,,,
Estonia,Daily hospital occupancy,2021-W08,560,,,,
Estonia,Daily hospital occupancy,2021-W08,564,,,,
Estonia,Daily hospital occupancy,2021-W09,560,,,,
Estonia,Daily hospital occupancy,2021-W09,563,,,,
